ID,Chromosome,Duplication Status,Ka,Ks,Ka/Ks,dSM, Expression Level,Tissue Specificity,Gene Length,Intron Number,Average Intron Length,5' UTR Length,3' UTR Length,Fop,GC Content,Multifunctionality,Recombination rate,Chromosome position
AT1G78760,1,Non WGDs,0.0606,0.1175,0.5159,0.107,101.0053212,0.188859165,1565,2,103,NA,NA,0.383,39.73509934,1,1.55,0.939283421
AT1G78780,1,Singletons,0.0534,0.1407,0.3797,1,195.2293214,0.407330548,1108,3,89.33333333,16,107,0.378,45.46722455,1,1.55,0.939731004
AT1G78790,1,Singletons,0.0091,0.049,0.1863,0.211,68.98676037,0.250669682,1550,7,122,148,233,0.426,46.03174603,1,1.55,0.93991193
AT1G78810,1,Singletons,0.0418,0.1608,0.2598,0.186,120.1748031,0.139398479,2285,3,175.6666667,43,269,0.456,44.12171508,1,1.55,0.940298432
AT1G78820,1,Non WGDs,0.0245,0.223,0.1098,0.303,4356.752839,0.162905044,1690,NA,NA,45,277,0.481,48.61111111,NA,1.55,0.940714408
AT1G78910,1,Non WGDs,0.023,0.0908,0.253,0.146,101.0053212,0.188859165,2439,8,106.5,51,99,0.387,45.44189283,2,1.53,0.943058065
AT1G78920,1,Recent WGDs,0.0047,0.0824,0.0568,0.007,615.0273645,0.058330082,5500,14,171.9285714,453,231,0.408,45.24699045,1,1.52,0.943666824
AT1G78940,1,Recent WGDs,0.0188,0.1603,0.1171,0.793,52.67238716,0.700472938,3106,8,84.25,190,199,0.408,44.00391581,3,1.52,0.94425157
AT1G78960,1,Non WGDs,0.0563,0.2044,0.2753,0.265,630.1048046,0.4530864,4794,17,130.3529412,47,239,0.446,45.68062827,2,1.51,0.945486369
AT1G78970,1,Non WGDs,0.0318,0.1471,0.2162,0.482,403.5143722,0.394543789,4783,17,125.9411765,239,129,0.402,42.12840809,2,1.51,0.945986954
AT1G78980,1,Early WGDs,0.0191,0.1165,0.1639,0.167,13.55796907,0.720286818,3735,14,88.85714286,155,236,0.41,44.9047619,4,1.5,0.946288435
AT1G78990,1,Non WGDs,0.0354,0.1283,0.2759,NA,20.65143434,0.69149932,1439,1,71,NA,NA,0.425,49.0497076,1,1.5,0.946636709
AT1G79000,1,Recent WGDs,0.013,0.0997,0.1307,0.018,333.6753933,0.160322494,8272,17,128.5294118,410,583,0.417,44.14998037,7,1.5,0.947101162
AT1G79020,1,Recent WGDs,0.0165,0.1502,0.1101,0.042,101.0053212,0.188859165,3309,11,128.7272727,372,159,0.392,44.56681351,3,1.49,0.947715494
AT1G79040,1,Singletons,0.0036,0.1329,0.0267,0.135,16981.48086,0.083271398,994,3,91.33333333,69,228,0.415,52.71867612,3,1.49,0.9482962
AT1G79060,1,Early WGDs,0.0688,0.2167,0.3176,0.004,12.17128161,0.514598765,1853,NA,NA,125,537,0.438,49.03442485,1,1.49,0.948747673
AT1G79070,1,Singletons,0.0299,0.1922,0.1556,0.281,39.58536386,0.199349031,1146,2,186.5,8,348,0.478,47.9616307,1,1.48,0.948967948
AT1G79080,1,Non WGDs,0.0269,0.1881,0.1431,0.059,158.4265803,0.161453704,1973,NA,NA,112,130,0.418,44.25187753,1,1.48,0.949159048
AT1G79090,1,Non WGDs,0.0264,0.0806,0.3276,0.058,188.4462735,0.099353602,4181,6,196.8333333,284,334,0.358,45.13014274,1,1.48,0.949404497
AT1G79120,1,Non WGDs,0.0152,0.1252,0.1213,0.495,101.0053212,0.188859165,4701,2,1251,234,723,0.372,39.37198068,3,1.47,0.950652799
AT1G79130,1,Recent WGDs,0.0377,0.1965,0.1921,0.117,101.0053212,0.188859165,610,NA,NA,41,164,0.444,49.38271605,1,1.47,0.950921102
AT1G79160,1,Recent WGDs,0.0339,0.2488,0.1364,0.045,201.1479053,0.309214671,1053,1,87,105,141,0.371,47.08333333,1,1.46,0.951575233
AT1G79180,1,Recent WGDs,0.0587,0.1486,0.395,0.002,36.30679053,0.509608939,1308,2,98,14,213,0.38,42.03389831,4,1.46,0.952082738
AT1G79190,1,Singletons,0.0302,0.0959,0.3146,0.594,56.32980799,0.180520331,5537,14,105,NA,59,0.418,43.98702595,1,1.46,0.95240655
AT1G79200,1,Singletons,0.0373,0.1311,0.2842,NA,81.67928323,0.211419423,1654,3,276,17,329,0.438,44.375,1,1.45,0.952681847
AT1G79230,1,Recent WGDs,0.0234,0.1119,0.2094,NA,929.2454717,0.128297401,3247,11,156,131,260,0.403,45.87719298,2,1.45,0.953220024
AT1G79260,1,Singletons,0.055,0.1834,0.2996,0.033,195.6587984,0.167881064,1066,3,94.66666667,38,243,0.391,45.70858283,1,1.44,0.954074531
AT1G79320,1,Non WGDs,0.0266,0.0974,0.2725,0.038,17.33074928,0.574741231,1223,1,116,NA,NA,0.394,44.26377597,3,1.43,0.955841747
AT1G79330,1,Non WGDs,0.0379,0.0971,0.3899,0.016,26.60880642,0.489534219,1485,1,183,69,NA,0.402,43.63341444,1,1.43,0.956001277
AT1G79340,1,Recent WGDs,0.0072,0.1273,0.0565,0.329,768.7685526,0.157872807,1868,1,263,78,270,0.483,47.7326969,3,1.42,0.956313905
AT1G79360,1,Non WGDs,0.0132,0.1419,0.0928,0.378,76.29590766,0.523865158,1784,NA,NA,98,102,0.438,45.89646465,1,1.42,0.957160968
AT1G79370,1,Non WGDs,0.0252,0.0917,0.2753,0.626,7.85652375,0.293681381,2230,3,196.3333333,NA,NA,0.384,45.39914686,1,1.41,0.957468958
AT1G79380,1,Non WGDs,0.0189,0.086,0.22,0.042,429.4594868,0.163764469,2826,10,100.6,321,293,0.407,46.68325041,NA,1.41,0.957683585
AT1G79390,1,Singletons,0.0073,0.0988,0.0743,0.001,436.5081384,0.095889645,1097,1,431,45,240,0.419,46.45669291,1,1.41,0.957829687
AT1G79400,1,Recent WGDs,0.0187,0.1318,0.1418,0.082,44.08322134,0.704803712,2849,3,165.6666667,NA,NA,0.42,43.02721088,1,1.41,0.958020114
AT1G79410,1,Non WGDs,0.0285,0.1346,0.2117,0.463,68.81683692,0.352188631,1754,NA,NA,49,157,0.411,44.57364341,1,1.41,0.958199244
AT1G79420,1,Non WGDs,0.0147,0.1707,0.086,0.011,57.28762662,0.475366595,2858,2,688,79,149,0.402,50.4784689,1,1.41,0.958501548
AT1G79440,1,Non WGDs,0.0166,0.1405,0.1183,0.19,369.4004156,0.138289576,5203,19,166.5263158,137,315,0.372,45.6836799,4,1.4,0.959402886
AT1G79470,1,Recent WGDs,0.0191,0.1331,0.1436,0.245,137.0687167,0.27162982,2160,4,94.5,96,174,0.418,46.62698413,2,1.39,0.960212058
AT1G79500,1,Recent WGDs,0.0046,0.0862,0.0536,NA,140.2069371,0.181340825,3134,13,125.3076923,62,570,0.368,44.21534937,2,1.38,0.960891325
AT1G79520,1,Recent WGDs,0.0057,0.1088,0.052,0.537,318.3433889,0.408534169,2363,5,187.6,99,117,0.391,45.07857734,1,1.38,0.961538087
AT1G79530,1,Recent WGDs,0.015,0.0751,0.1999,0.145,553.6982217,0.297842275,3333,13,122.1538462,146,330,0.379,46.96611505,3,1.38,0.961853632
AT1G79550,1,Early WGDs,0.0057,0.0992,0.0574,0.027,3625.260708,0.105177478,2420,5,148.6,147,324,0.426,48.83913765,3,1.37,0.962426745
AT1G79570,1,Recent WGDs,0.0293,0.0852,0.3437,0.113,182.5588734,0.177455173,5643,8,166.5,286,278,0.401,44.86255671,3,1.36,0.963165635
AT1G79590,1,Recent WGDs,0.0242,0.1986,0.1217,0.285,383.7769949,0.208297957,2270,5,226.2,176,261,0.392,44.87179487,2,1.35,0.964099701
AT1G79610,1,Non WGDs,0.0067,0.0855,0.0781,0.351,256.2655985,0.166169218,4317,21,113.047619,119,216,0.371,43.03482587,2,1.35,0.964652952
AT1G79620,1,Non WGDs,0.0108,0.1287,0.0843,0.03,55.19896212,0.527013963,4744,18,90.33333333,131,71,0.395,45.23319616,4,1.35,0.965013831
AT1G79630,1,Recent WGDs,0.0196,0.0998,0.1961,0.079,81.93486855,0.285226674,2731,4,181,291,201,0.388,45.28052805,3,1.34,0.965324027
AT1G79640,1,Non WGDs,0.0167,0.0801,0.2082,0.036,80.665397,0.486891152,4687,20,120.55,212,NA,0.374,43.70155039,3,1.34,0.965694445
AT1G79650,1,Recent WGDs,0.0236,0.1351,0.1749,0.57,178.1155658,0.136985397,3164,11,146.4545455,139,298,0.397,45.96774194,4,1.34,0.966051097
AT1G79660,1,Recent WGDs,0.0354,0.1683,0.2103,0.209,506.3794851,0.296219263,911,1,308,123,198,0.425,45.39007092,1,1.33,0.966250501
AT1G79710,1,Non WGDs,0.0142,0.1061,0.1337,0.526,48.45859616,0.207049534,1873,4,89.5,21,NA,0.381,44.44444444,1,1.32,0.967718854
AT1G79720,1,Non WGDs,0.0307,0.1543,0.1992,0.284,197.424525,0.227371732,1919,1,238,94,132,0.444,42.33676976,3,1.32,0.967871652
AT1G79750,1,Non WGDs,0.0101,0.1097,0.0919,0.003,789.4454004,0.102307077,4068,17,93.17647059,214,329,0.404,48.94384338,3,1.31,0.968717893
AT1G79820,1,Non WGDs,0.0086,0.1168,0.0738,0.161,161.4788868,0.186998543,5027,13,246.3076923,107,230,0.393,47.71505376,2,1.3,0.969859405
AT1G79860,1,Non WGDs,0.017,0.1441,0.1176,0.025,108.5564822,0.74738898,2084,4,93.25,83,80,0.434,50,2,1.28,0.971240082
AT1G79870,1,Non WGDs,0.017,0.1401,0.1216,0.157,633.390661,0.064502055,1282,1,116,48,176,0.43,52.86624204,1,1.28,0.971403952
AT1G79880,1,Non WGDs,0.0673,0.1652,0.4076,NA,90.70711267,0.137285799,2351,10,91.5,42,194,0.414,43.91666667,2,1.28,0.971550316
AT1G79900,1,Non WGDs,0.0208,0.1484,0.1402,0.17,101.0994687,0.415713202,1640,1,185,337,227,0.453,55.21885522,2,1.28,0.9719829
AT1G79940,1,Non WGDs,0.0052,0.1213,0.0426,0.094,785.3261887,0.063109779,3783,10,147,154,95,0.377,45.39728682,3,1.26,0.973371993
AT1G79975,1,Singletons,0.0086,0.1833,0.0469,0.323,249.3928121,0.110070505,NA,NA,NA,NA,NA,NA,NA,1,1.25,0.974361568
AT1G79990,1,Non WGDs,0.0127,0.1167,0.1089,0.159,425.3470093,0.144345917,8125,28,149.6785714,237,289,0.511,45.01173709,2,1.25,0.974666153
AT1G80000,1,Recent WGDs,0.0784,0.1518,0.5162,0.785,127.7710176,0.118789483,4242,10,189.7,189,338,0.394,47.35973597,1,1.24,0.975117925
AT1G80040,1,Non WGDs,0.0491,0.106,0.4635,0.324,760.7898957,0.123394869,2134,3,286,229,300,0.432,47.52342704,1,1.23,0.976261046
AT1G80050,1,Non WGDs,0.0262,0.1132,0.2319,0.524,363.6324056,0.251163983,1811,5,195,63,194,0.383,48.87737478,2,1.23,0.976428282
AT1G80070,1,Non WGDs,0.0054,0.1196,0.0453,0.192,1241.559769,0.110468159,9760,23,103.2173913,NA,237,0.388,44.64960134,2,1.22,0.977200948
AT1G80080,1,Non WGDs,0.034,0.1363,0.2491,0.161,95.8218357,0.407757774,1587,NA,NA,28,68,0.454,49.69818913,4,1.22,0.977650177
AT1G80100,1,Non WGDs,0.0059,0.0991,0.0597,0.074,6.943633,0.526320515,1010,3,123.3333333,92,83,0.403,47.09677419,3,1.21,0.978055418
AT1G80110,1,Non WGDs,0.0575,0.175,0.3286,1,64.15823525,0.330612381,1576,2,264,85,189,0.446,50,NA,1.21,0.978222953
AT1G80120,1,Early WGDs,0.0084,0.0817,0.1025,0.623,101.0053212,0.188859165,1104,1,156,97,218,0.429,54.50236967,1,1.21,0.978456095
AT1G80140,1,Non WGDs,0.0263,0.0854,0.3081,0.424,4.314559438,0.235330862,1570,5,111.8,NA,NA,0.384,45.99406528,1,1.2,0.979039868
AT1G80150,1,Non WGDs,0.0213,0.1337,0.1596,0.089,101.0053212,0.188859165,2130,1,95,350,491,0.362,43.2160804,1,1.2,0.979184923
AT1G80160,1,Recent WGDs,0.0211,0.2287,0.0924,0.138,438.2813886,0.553820535,1188,2,163,98,260,0.429,46.62698413,1,1.2,0.979348082
AT1G80170,1,Non WGDs,0.0305,0.123,0.2482,0.365,260.3356643,0.54106042,2306,8,87.875,30,238,0.471,46.1423221,1,1.2,0.979583656
AT1G80180,1,Recent WGDs,0.017,0.117,0.1455,0.118,1228.90224,0.23282443,759,NA,NA,111,231,0.504,56.83453237,1,1.19,0.979778197
AT1G80190,1,Singletons,0.0103,0.2232,0.046,0.415,63.21468666,0.170818741,2578,6,190.1666667,292,539,0.42,43.39933993,1,1.19,0.980004906
AT1G80220,1,Recent WGDs,0.0743,0.1609,0.4621,0.116,101.0053212,0.188859165,768,NA,NA,NA,NA,0.36,45.18229167,1,1.18,0.980597918
AT1G80230,1,Early WGDs,0.0286,0.1435,0.1994,0.159,741.3013584,0.131464714,1646,5,140,102,328,0.455,51.74418605,NA,1.18,0.980760179
AT1G80240,1,Non WGDs,0.0276,0.1979,0.1396,0.13,130.19817,0.569765557,1483,2,83.5,40,163,0.478,51.6621743,1,1.18,0.980892441
AT1G80270,1,Recent WGDs,0.0378,0.1044,0.3618,0.234,312.2981328,0.246206558,2520,3,149.6666667,104,176,0.453,43.2160804,1,1.17,0.981650894
AT1G80280,1,Recent WGDs,0.0266,0.1019,0.2609,0.155,360.8063763,0.395698903,3046,4,89.75,445,298,0.382,46.50205761,NA,1.17,0.98185228
AT1G80300,1,Recent WGDs,0.0122,0.1242,0.0979,0.048,101.0053212,0.188859165,2664,4,113,98,239,0.407,46.45333333,1,1.16,0.982460254
AT1G80310,1,Non WGDs,0.0147,0.1816,0.0809,0.192,354.5297199,0.23535573,1937,NA,NA,333,209,0.499,51.25448029,NA,1.16,0.982649595
AT1G80370,1,Recent WGDs,0.0334,0.075,0.446,0.059,72.70628046,0.435404389,3157,10,156.9,202,NA,0.399,44.08369408,1,1.14,0.984155466
AT1G80380,1,Singletons,0.0275,0.1485,0.1849,NA,1533.367838,0.17252861,2786,10,108.2,113,220,0.391,44.12837345,2,1.14,0.984363472
AT1G80440,1,Recent WGDs,0.0503,0.1476,0.341,0.135,1049.217367,0.281100781,1465,NA,NA,156,244,0.475,53.52112676,1,1.12,0.986139216
AT1G80480,1,Recent WGDs,0.02,0.1578,0.127,0.343,740.1776742,0.191400176,2604,8,120.5,109,196,0.406,45.24344569,NA,1.11,0.987420397
AT1G80490,1,Recent WGDs,0.0071,0.1158,0.0616,0.207,101.0053212,0.188859165,6136,23,102.1304348,233,191,0.412,45.64377044,1,1.1,0.987745742
AT1G80510,1,Non WGDs,0.0142,0.1308,0.1084,0.151,138.6983076,0.246743618,1945,NA,NA,251,224,0.462,44.14965986,1,1.09,0.988498659
AT1G80520,1,Recent WGDs,0.0274,0.2536,0.108,0.114,17.21332377,0.357139699,579,NA,NA,NA,NA,0.44,48.53195164,1,1.09,0.988718261
AT1G80530,1,Non WGDs,0.0134,0.1383,0.0971,0.063,326.3768506,0.209592935,2373,2,169,77,272,0.433,47.92408066,1,1.09,0.988902703
AT1G80540,1,Non WGDs,0.0244,0.1513,0.1612,0.33,101.0053212,0.188859165,2682,8,125.5,61,NA,0.432,48.23747681,1,1.08,0.989180432
AT1G80560,1,Non WGDs,0.0136,0.1174,0.1156,NA,392.8809121,0.179597526,2536,10,107.6,70,172,0.421,47.29064039,2,1.08,0.989631643
AT1G80600,1,Non WGDs,0.0159,0.0931,0.1703,0.051,1170.256703,0.09752345,2055,2,232.5,40,176,0.437,48.68995633,2,1.07,0.990425704
AT1G80620,1,Non WGDs,0.0744,0.2075,0.3586,0.169,101.0053212,0.188859165,2056,4,133.5,42,235,0.394,44.3373494,3,1.06,0.990926851
AT1G80640,1,Non WGDs,0.0182,0.1231,0.1475,0.134,260.1832461,0.182441467,2710,9,108.4444444,313,137,0.386,44.23676012,3,1.06,0.991436712
AT1G80670,1,Non WGDs,0.0087,0.1287,0.0677,0.052,308.4942352,0.103933485,3205,11,160.5454545,156,233,0.438,45.71428571,NA,1.05,0.992115044
AT1G80720,1,Recent WGDs,0.0186,0.0762,0.2446,NA,63.72600373,0.254666709,1428,2,243,151,218,0.473,42.23385689,1,1.04,0.993210399
AT1G80745,1,Non WGDs,0.0468,0.1216,0.3853,0.75,101.0053212,0.188859165,723,3,99.66666667,NA,115,0.374,40.12944984,NA,1.02,0.994048224
AT1G80750,1,Non WGDs,0.0139,0.1278,0.1088,0.226,382.036718,0.171927357,1764,5,157.8,101,130,0.39,41.39784946,3,1.02,0.994177307
AT1G80760,1,Non WGDs,0.008,0.1342,0.0597,0.019,71.53240191,0.541523517,1670,4,114.5,193,101,0.403,52.2875817,1,1.02,0.994295842
AT1G80830,1,Recent WGDs,0.009,0.1069,0.0842,0.08,891.1102063,0.235273433,2818,10,98,52,187,0.396,44.15259537,2,1,0.996018509
AT1G80840,1,Non WGDs,0.0168,0.1213,0.1385,0.044,611.2402113,0.345934788,1809,3,204.6666667,143,143,0.433,44.88448845,6,0.99,0.996784554
AT1G80850,1,Recent WGDs,0.026,0.1415,0.1838,0.091,143.2629901,0.211709389,2074,4,170.5,250,158,0.421,45.32520325,1,0.99,0.99692254
AT1G80860,1,Singletons,0.015,0.1241,0.1212,NA,420.1950683,0.119932501,1268,2,217,18,321,0.43,48.88888889,2,0.99,0.997103466
AT1G80890,1,Recent WGDs,0.0107,0.071,0.1501,NA,101.0053212,0.188859165,1083,1,422,83,335,0.368,44.44444444,1,0.98,0.997753183
AT1G80900,1,Recent WGDs,0.011,0.1149,0.096,0.021,71.973192,0.203039317,2191,4,144.25,143,139,0.385,44.21921922,1,0.98,0.997868127
AT1G80910,1,Recent WGDs,0.0194,0.1224,0.1584,0.029,193.7035357,0.155843119,2943,9,112.8888889,223,210,0.402,44.71218206,1,0.97,0.998109386
AT1G80940,1,Singletons,0.034,0.1112,0.3063,0.32,288.78765,0.182308627,1589,2,171.5,258,346,0.382,45.48286604,1,NA,0.998793628
AT2G01070,2,Non WGDs,0.0213,0.0861,0.2475,0.087,150.2670536,0.199586996,2346,4,134.75,76,240,0.422,45.40576794,1,NA,0.950270844
AT2G01110,2,Singletons,0.0272,0.1355,0.2004,NA,488.5124405,0.184576469,1970,3,93.33333333,141,526,0.41,49.75562072,2,NA,0.945190532
AT2G01130,2,Early WGDs,0.0273,0.103,0.2653,NA,37.1513293,0.271353787,5814,18,135.9444444,25,NA,0.383,43.4171155,1,NA,0.940450033
AT2G01140,2,Non WGDs,0.0081,0.117,0.069,0.092,1477.831745,0.146426189,1845,3,103.3333333,164,195,0.483,55.10204082,4,NA,0.937848697
AT2G01150,2,Recent WGDs,0.0465,0.1834,0.2537,0.217,211.8254138,0.345890837,847,NA,NA,54,349,0.458,51.35135135,NA,NA,0.934488869
AT2G01200,2,Recent WGDs,0.0303,0.1115,0.2719,0.006,7.865160913,0.301480154,1325,4,113.25,173,123,0.41,47.04861111,2,NA,0.922884285
AT2G01210,2,Early WGDs,0.0162,0.1533,0.1055,0.405,49.99827471,0.488588755,2406,1,75,112,68,0.424,47.41980474,4,NA,0.921703217
AT2G01250,2,Non WGDs,0.0034,0.1877,0.0182,0.576,5137.302273,0.101300314,1759,6,113,106,246,0.398,45.54183813,3,NA,0.913276384
AT2G01260,2,Recent WGDs,0.0503,0.1987,0.2532,0.095,176.5055155,0.251907473,2563,5,180.2,302,250,0.399,46.93693694,1,NA,0.911396867
AT2G01270,2,Recent WGDs,0.0138,0.1027,0.134,0.562,330.6067969,0.097853214,3230,11,108.8181818,126,419,0.423,45.90053763,2,NA,0.908605665
AT2G01275,2,Non WGDs,0.0174,0.1261,0.138,0.231,101.0053212,0.188859165,2027,5,189.4,188,112,0.426,48.20512821,NA,NA,0.907040969
AT2G01300,2,Recent WGDs,0.071,0.2473,0.2869,0.383,106.7032689,0.448522576,673,NA,NA,38,164,0.441,49.46921444,1,NA,0.901688028
AT2G01320,2,Non WGDs,0.0203,0.1297,0.1564,NA,286.3810049,0.14851645,4052,11,126.3636364,119,356,0.425,47.73662551,NA,NA,0.898559935
AT2G01340,2,Early WGDs,0.0224,0.1984,0.113,0.235,101.0053212,0.188859165,1337,2,203.5,60,222,0.388,53.85802469,3,NA,0.893194336
AT2G01350,2,Singletons,0.0144,0.1013,0.1418,0.73,1009.965968,0.11850723,2119,8,103.875,50,191,0.313,44.31709647,2,NA,0.892071688
AT2G01400,2,Singletons,0.0357,0.2059,0.1733,NA,50.28111845,0.254526523,1347,1,325,44,537,0.336,44.44444444,1,NA,0.886601582
AT2G01420,2,Non WGDs,0.0212,0.2279,0.0929,0.19,231.3279425,0.248975148,3224,5,174.2,129,373,0.468,48.89249055,2,NA,0.881966239
AT2G01450,2,Early WGDs,0.0036,0.1544,0.0234,0.284,1479.628269,0.221057791,2795,9,114.3333333,95,210,0.403,45.03764545,1,NA,0.869615171
AT2G01480,2,Recent WGDs,0.0319,0.1483,0.2151,0.21,89.81152346,0.355804735,4268,9,184.2222222,258,648,0.396,45.30516432,NA,NA,0.858064464
AT2G01490,2,Singletons,0.0177,0.1575,0.1125,0.212,684.2070392,0.130057089,2173,8,127.5,70,231,0.374,41.07981221,3,NA,0.855733486
AT2G01500,2,Non WGDs,0.058,0.1215,0.4769,0.08,8.622599665,0.374999645,2037,3,237.3333333,195,314,0.457,45.09803922,4,NA,0.85379782
AT2G01510,2,Non WGDs,0.0363,0.1616,0.2247,0.701,9.399634018,0.295465153,1755,NA,NA,NA,NA,0.401,42.22222222,1,NA,0.849646394
AT2G01580,2,Non WGDs,0.0349,0.1691,0.2065,0.324,87.8255946,0.595808174,862,NA,NA,149,137,0.46,46.70138889,NA,6.09,0.827680609
AT2G01590,2,Singletons,0.0452,0.1473,0.3066,0.769,290.1507716,0.251267132,1169,2,90,45,419,0.396,44.19047619,3,6.09,0.82666896
AT2G01600,2,Recent WGDs,0.018,0.1507,0.1193,0.439,543.0223718,0.132523277,3793,14,119,157,254,0.406,45.97902098,5,6.09,0.824307149
AT2G01610,2,Recent WGDs,0.026,0.1794,0.1449,0.297,150.752031,0.407479787,904,NA,NA,28,207,0.409,51.86846039,1,6.08,0.821845374
AT2G01630,2,Early WGDs,0.0057,0.1104,0.0517,0.024,97.31661324,0.264482773,2842,3,303,168,259,0.442,46.87915007,1,6.07,0.81776243
AT2G01640,2,Singletons,0.0173,0.2281,0.076,0.363,123.3500476,0.141648679,1155,4,119.75,81,124,0.366,42.67515924,1,6.06,0.815937438
AT2G01670,2,Recent WGDs,0.0047,0.1347,0.0346,0.15,901.06083,0.169900314,1592,4,95.25,283,379,0.452,40.61930783,1,6.04,0.806983522
AT2G01750,2,Recent WGDs,0.0143,0.1249,0.1148,0.403,53.83502248,0.242337312,3763,10,160.8,NA,265,0.363,43.91534392,1,5.98,0.785727546
AT2G01755,2,Singletons,0.0415,0.1079,0.3848,NA,101.0053212,0.188859165,588,NA,NA,11,55,0.38,46.55172414,1,5.97,0.784163175
AT2G01810,2,Early WGDs,0.0648,0.1011,0.6406,0.083,20.7394312,0.451189244,2643,2,161,NA,227,0.419,43.79178606,3,5.94,0.773624765
AT2G01818,2,Non WGDs,0.0316,0.1133,0.2791,0.097,101.0053212,0.188859165,2066,3,383.3333333,152,95,0.361,35.5754858,1,5.93,0.769914089
AT2G01820,2,Non WGDs,0.0401,0.168,0.2388,0.257,618.8611816,0.131548485,3251,1,186,NA,233,0.426,44.84463277,1,5.92,0.766855776
AT2G01830,2,Non WGDs,0.0148,0.1441,0.1027,0.273,159.1532915,0.265402015,5100,9,160.2222222,66,349,0.39,42.02898551,7,5.91,0.762635544
AT2G01850,2,Recent WGDs,0.0285,0.2629,0.1083,0.201,1573.815075,0.176638119,2146,3,254.3333333,175,206,0.417,42.91417166,1,5.87,0.749275423
AT2G01890,2,Recent WGDs,0.0295,0.1209,0.2439,0.601,322.0857238,0.446150689,2441,6,196,40,217,0.327,40.77380952,2,5.85,0.741602539
AT2G01900,2,Non WGDs,0.0343,0.1625,0.2111,0.027,20.50089657,0.615439478,3097,6,257.3333333,218,81,0.414,41.70653907,1,5.83,0.735463193
AT2G01905,2,Singletons,0.0332,0.1671,0.1989,0.044,101.0053212,0.188859165,5004,8,300,46,1853,0.415,38.72340426,1,5.83,0.732613247
AT2G01910,2,Recent WGDs,0.0197,0.17,0.116,0.007,406.413612,0.179182719,3677,11,115.1818182,280,303,0.403,41.48877942,1,5.82,0.728224244
AT2G01920,2,Non WGDs,0.0541,0.2108,0.2567,NA,7.561412685,0.693051828,939,NA,NA,NA,NA,0.461,44.40894569,1,5.8,0.723138739
AT2G01930,2,Recent WGDs,0.049,0.2961,0.1656,0.047,185.0321204,0.21853588,1719,1,482,148,237,0.419,44.01408451,3,5.8,0.722319229
AT2G01950,2,Early WGDs,0.012,0.1568,0.0764,0.11,173.0573921,0.310576421,3641,NA,NA,40,169,0.44,44.93006993,6,5.78,0.712753196
AT2G01970,2,Recent WGDs,0.009,0.157,0.0573,0.078,670.8856944,0.065724821,3015,6,140.6666667,66,326,0.452,45.02529511,1,5.76,0.705621026
AT2G01990,2,Recent WGDs,0.0645,0.1389,0.4645,0.133,29.7275294,0.39893019,1724,3,272.3333333,69,196,0.429,45.01557632,1,5.74,0.697611575
AT2G02010,2,Non WGDs,0.0056,0.2041,0.0273,0.053,117.3834871,0.4131213,2430,5,127.8,99,210,0.466,47.84075574,2,5.72,0.691387844
AT2G02020,2,Non WGDs,0.0711,0.234,0.3038,0.427,34.64571421,0.369127246,2085,4,94.25,16,54,0.431,42.36874237,1,5.71,0.688344136
AT2G02030,2,Non WGDs,0.0671,0.1372,0.489,NA,101.0053212,0.188859165,1495,1,490,NA,NA,0.381,42.78606965,1,5.71,0.686424048
AT2G02040,2,Non WGDs,0.0087,0.1982,0.0437,0.444,447.6844722,0.180503417,2410,3,136,119,125,0.44,45.62002275,1,5.7,0.682826319
AT2G02050,2,Singletons,0.0163,0.1148,0.142,NA,1333.443196,0.074263289,2030,1,1383,58,277,0.484,43.26923077,3,5.69,0.681816943
AT2G02060,2,Recent WGDs,0.035,0.1172,0.2991,0.375,11.66546679,0.32301581,2178,5,229.6,121,138,0.351,42.80155642,3,5.68,0.677616833
AT2G02080,2,Non WGDs,0.0207,0.0995,0.208,0.048,202.4869359,0.287348103,3549,3,568.3333333,124,169,0.443,45.19664732,NA,5.64,0.662622886
AT2G02160,2,Singletons,0.0547,0.1369,0.3998,0.028,264.5000822,0.073782362,3004,2,241.5,214,297,0.415,45.07462687,1,5.58,0.639966116
AT2G02180,2,Non WGDs,0.0095,0.1239,0.0763,0.116,355.5570977,0.265734475,2370,10,107.4,112,272,0.396,43.85964912,1,5.57,0.635217503
AT2G02220,2,Non WGDs,0.0269,0.2195,0.1228,0.158,117.612276,0.299108378,3147,NA,NA,NA,120,0.398,43.34324414,5,5.53,0.619870761
AT2G02230,2,Non WGDs,0.0677,0.2105,0.3216,0.105,183.4930666,0.153942754,1430,2,96,55,172,0.363,45.0049456,1,5.52,0.616376566
AT2G02240,2,Non WGDs,0.0721,0.1876,0.3845,0.033,101.0053212,0.188859165,1244,2,140.5,NA,NA,0.395,42.47144341,1,5.52,0.615087095
AT2G02250,2,Non WGDs,0.071,0.2584,0.2749,0.092,10.49028499,0.270874225,1198,2,119,27,NA,0.435,43.72990354,3,5.51,0.613620416
AT2G02340,2,Non WGDs,0.0805,0.125,0.6438,0.153,14.26704445,0.34822176,1187,2,134.5,NA,NA,0.385,41.93899782,1,5.48,0.599702705
AT2G02360,2,Non WGDs,0.0492,0.1135,0.433,0.051,188.685518,0.259382829,1363,2,109.5,32,293,0.363,43.58974359,NA,5.47,0.597407103
AT2G02370,2,Non WGDs,0.024,0.1451,0.1656,0.025,207.3955842,0.198548896,2190,4,184,231,260,0.411,43.50986501,1,5.47,0.595949836
